player_id,full_name,position,birth_date,team_name,minutes_played,goals_per90,assists_per90,xg_per90,xa_per90,npxg_per90,market_value_eur,match_confidence,age,position_group,goals_per90_pctl,assists_per90_pctl,xg_per90_pctl,xa_per90_pctl,npxg_per90_pctl,composite_output_pctl,value_efficiency
114,Ibrahim Sissoko,F S,1995-11-27,Saint-Etienne,808,0.334,0.111,0.449,0.095,0.365,1800000.0,1.0,30.6,Forward,59.79381443298969,44.329896907216494,70.10309278350515,21.649484536082475,59.79381443298969,51.134020618556704,28.407789232531503
115,Augustine Boakye,F M S,2000-11-03,Saint-Etienne,741,0.364,0.0,0.275,0.137,0.275,2500000.0,1.0,25.7,Forward,67.0103092783505,8.762886597938143,37.11340206185567,42.2680412371134,40.20618556701031,39.07216494845361,15.628865979381445
117,Koka,F S,,Le Havre,863,0.313,0.104,0.515,0.103,0.436,,,,Forward,53.09278350515464,42.2680412371134,77.31958762886599,25.773195876288657,75.25773195876289,54.74226804123712,
118,Pierre-Emile Højbjerg,D M,1995-08-05,Marseille,2670,0.067,0.135,0.105,0.118,0.105,20000000.0,1.0,30.9,Defender,67.98780487804879,82.92682926829268,77.4390243902439,75.0,79.26829268292683,76.52439024390245,3.8262195121951224
119,Ulisses García,D S,,Marseille,918,0.196,0.196,0.117,0.12,0.117,,,,Defender,94.51219512195121,92.07317073170732,81.70731707317073,75.91463414634147,83.53658536585365,85.54878048780488,
120,Jordan Veretout,M S,1993-03-01,Lyon,1581,0.114,0.0,0.159,0.077,0.159,4000000.0,1.0,33.4,Midfielder,62.33766233766234,15.584415584415584,64.93506493506493,42.2077922077922,72.72727272727273,51.55844155844155,12.889610389610388
121,Marco Asensio,F M S,1996-01-21,Paris Saint Germain,634,0.284,0.568,0.93,0.427,0.93,20000000.0,1.0,30.5,Forward,41.23711340206185,100.0,97.9381443298969,94.84536082474226,98.96907216494846,86.5979381443299,4.3298969072164954
122,Sergio Akieme,D S,1997-12-16,Reims,2548,0.071,0.106,0.042,0.099,0.042,7000000.0,1.0,28.6,Defender,70.1219512195122,78.04878048780488,46.03658536585366,71.64634146341463,46.646341463414636,62.5,8.928571428571429
123,Marquinhos,D S,1994-05-14,Paris Saint Germain,1718,0.105,0.0,0.078,0.05,0.078,35000000.0,1.0,32.2,Defender,81.09756097560977,25.0,69.20731707317073,54.87804878048781,70.42682926829268,60.1219512195122,1.7177700348432057
124,Gautier Lloris,D,1995-07-18,Le Havre,2771,0.065,0.032,0.055,0.03,0.055,3000000.0,1.0,31.0,Defender,66.76829268292683,50.91463414634146,53.04878048780488,40.54878048780488,53.65853658536586,52.98780487804879,17.662601626016265
125,Jean Eudes Aholou,M,1994-03-20,Angers,2024,0.089,0.0,0.095,0.041,0.095,2000000.0,0.97,32.3,Midfielder,57.14285714285714,15.584415584415584,53.246753246753244,16.883116883116884,53.246753246753244,39.22077922077922,19.61038961038961
126,Pierre Lees-Melou,M S,1993-05-25,Brest,1516,0.119,0.119,0.079,0.132,0.079,6000000.0,1.0,33.1,Midfielder,63.63636363636363,68.18181818181817,45.45454545454545,66.23376623376623,45.45454545454545,57.79220779220778,9.63203463203463
127,Thomas Meunier,D S,1991-09-12,Lille,1897,0.095,0.0,0.119,0.031,0.119,2000000.0,1.0,34.8,Defender,77.7439024390244,25.0,82.92682926829268,42.3780487804878,84.7560975609756,62.5609756097561,31.28048780487805
128,Amine Harit,M S,,Marseille,529,0.34,0.681,0.172,0.487,0.172,,,,Midfielder,97.40259740259741,100.0,72.72727272727273,100.0,79.22077922077922,89.87012987012987,
130,Téji Savanier,M S,1991-12-22,Montpellier,2382,0.076,0.189,0.158,0.304,0.1,2500000.0,1.0,34.6,Midfielder,49.35064935064935,87.01298701298701,63.63636363636363,96.1038961038961,59.74025974025974,71.16883116883116,28.467532467532465
131,Farid El Melali,F M S,1997-07-13,Angers,1935,0.093,0.14,0.163,0.171,0.163,3500000.0,1.0,29.0,Forward,12.371134020618557,49.48453608247423,8.24742268041237,55.154639175257735,11.34020618556701,27.319587628865982,7.8055964653902805
132,Pereira Lage,F M S,1996-11-30,Brest,1576,0.114,0.4,0.182,0.272,0.182,2500000.0,0.9,29.6,Forward,13.402061855670103,96.90721649484536,9.278350515463918,80.9278350515464,13.402061855670103,42.78350515463917,17.11340206185567
133,Mama Baldé,F M S,1995-11-06,"Brest,Lyon",1177,0.153,0.229,0.259,0.181,0.259,4000000.0,1.0,30.7,Forward,19.587628865979383,74.74226804123711,32.98969072164948,58.76288659793815,37.11340206185567,44.639175257731964,11.159793814432991
134,Zinedine Ferhat,M S,1993-03-01,Angers,799,0.225,0.0,0.082,0.349,0.082,1000000.0,1.0,33.4,Midfielder,85.71428571428571,15.584415584415584,47.4025974025974,98.7012987012987,47.4025974025974,58.96103896103896,58.96103896103896
135,Florian Aye,F S,1997-01-19,Auxerre,547,0.329,0.0,0.361,0.013,0.361,1200000.0,1.0,29.5,Forward,58.76288659793815,8.762886597938143,57.73195876288659,3.0927835051546393,58.76288659793815,37.422680412371136,31.18556701030928
136,Hichem Boudaoui,M S,1999-09-23,Nice,2450,0.073,0.11,0.142,0.101,0.142,15000000.0,0.933,26.8,Midfielder,46.75324675324675,63.63636363636363,61.038961038961034,51.94805194805194,71.42857142857143,58.96103896103896,3.9307359307359304
137,Modibo Sagnan,D S,,Montpellier,2155,0.084,0.0,0.023,0.06,0.023,,,,Defender,73.78048780487805,25.0,28.353658536585364,57.3170731707317,28.96341463414634,42.68292682926829,
138,Melvin Bard,D S,2000-11-06,Nice,1953,0.092,0.046,0.118,0.113,0.118,15000000.0,1.0,25.7,Defender,76.82926829268293,60.36585365853659,82.3170731707317,74.39024390243902,84.14634146341463,75.60975609756096,5.0406504065040645
139,Adrien Truffert,D M S,2001-11-20,Rennes,2764,0.065,0.065,0.065,0.111,0.065,15000000.0,1.0,24.7,Defender,66.76829268292683,64.32926829268293,59.756097560975604,73.47560975609755,60.97560975609756,65.0609756097561,4.33739837398374
141,Florian Tardieu,M S,1992-04-22,Saint-Etienne,1245,0.145,0.289,0.058,0.084,0.058,600000.0,1.0,34.2,Midfielder,67.53246753246754,93.5064935064935,39.61038961038961,44.8051948051948,39.61038961038961,57.01298701298701,95.02164502164503
143,Gabriel Gudmundsson,D S,1999-04-29,Lille,1796,0.1,0.0,0.054,0.111,0.054,7000000.0,1.0,27.2,Defender,79.26829268292683,25.0,52.13414634146341,73.47560975609755,52.743902439024396,56.52439024390244,8.074912891986063
144,Nuno Mendes,D S,2002-06-19,Paris Saint Germain,1681,0.107,0.161,0.094,0.35,0.094,70000000.0,1.0,24.1,Defender,81.70731707317073,87.8048780487805,73.17073170731707,100.0,75.60975609756098,83.65853658536585,1.1951219512195121
145,Johann Lepenant,M S,2002-10-22,Nantes,2064,0.087,0.044,0.085,0.06,0.085,6000000.0,1.0,23.7,Midfielder,54.54545454545454,35.064935064935064,49.35064935064935,29.87012987012987,49.35064935064935,43.63636363636363,7.2727272727272725
146,Remy Labeau Lascary,F M S,1990-03-08,Lens,626,0.288,0.144,0.432,0.166,0.432,2500000.0,0.855,36.4,Forward,44.84536082474227,52.57731958762887,68.04123711340206,49.48453608247423,74.22680412371135,57.83505154639175,23.1340206185567
147,Mamadou Diakhon,F M S,2005-09-22,Reims,782,0.23,0.115,0.162,0.1,0.162,3000000.0,1.0,20.8,Forward,30.927835051546392,45.36082474226804,7.216494845360824,23.711340206185564,10.309278350515463,23.50515463917526,7.835051546391753
149,Anass Zaroury,D F M S,,Lens,1411,0.128,0.128,0.121,0.227,0.121,,,,Defender,85.0609756097561,80.48780487804879,83.53658536585365,92.07317073170732,85.36585365853658,85.3048780487805,
150,Yassine Kechta,F M S,2002-02-25,Le Havre,2163,0.083,0.0,0.095,0.049,0.095,5000000.0,1.0,24.4,Forward,8.762886597938143,8.762886597938143,3.0927835051546393,7.216494845360824,4.123711340206185,6.391752577319587,1.2783505154639174
151,Lamine Camara,M S,2004-01-01,Monaco,2104,0.086,0.299,0.096,0.208,0.096,22000000.0,1.0,22.5,Midfielder,53.246753246753244,94.8051948051948,54.54545454545454,86.36363636363636,54.54545454545454,68.7012987012987,3.122786304604486
152,Diego Moreira,D F M S,2004-08-06,Strasbourg,2586,0.07,0.244,0.084,0.27,0.084,18000000.0,1.0,21.9,Defender,69.51219512195121,95.73170731707317,71.34146341463415,95.73170731707317,73.78048780487805,81.21951219512195,4.512195121951219
155,Senny Mayulu,D M S,2006-05-17,Paris Saint Germain,787,0.229,0.229,0.362,0.292,0.362,15000000.0,1.0,20.2,Defender,97.5609756097561,94.51219512195121,100.0,97.2560975609756,100.0,97.86585365853658,6.524390243902439
157,Theo Bair,F S,2001-02-02,Auxerre,912,0.197,0.099,0.314,0.106,0.314,300000.0,0.855,25.5,Forward,26.804123711340207,38.144329896907216,50.51546391752577,27.31958762886598,52.57731958762887,39.072164948453604,130.2405498281787
159,Louis Leroux,D M S,2006-01-23,Nantes,802,0.224,0.112,0.214,0.148,0.214,4000000.0,1.0,20.5,Defender,96.95121951219512,79.26829268292683,96.34146341463415,80.48780487804879,96.95121951219512,90.0,22.5
160,Albert Grønbæk,F M S,,Rennes,816,0.221,0.11,0.226,0.106,0.226,,,,Forward,29.896907216494846,43.29896907216495,22.68041237113402,27.31958762886598,28.865979381443296,30.412371134020624,
161,Ismaël Koné,M S,2002-06-16,"Marseille,Rennes",803,0.224,0.112,0.049,0.205,0.049,9000000.0,1.0,24.1,Midfielder,84.4155844155844,64.93506493506493,36.36363636363637,83.11688311688312,36.36363636363637,61.03896103896104,6.782106782106783
162,Mohamed Meïté,F S,,Rennes,525,0.343,0.0,0.465,0.072,0.465,,,,Forward,62.88659793814433,8.762886597938143,72.16494845360825,11.34020618556701,78.35051546391753,46.70103092783505,
164,Wahbi Khazri,F M S,1991-02-08,Montpellier,1084,0.083,0.083,0.138,0.168,0.138,1000000.0,1.0,35.4,Forward,8.762886597938143,29.381443298969074,6.185567010309279,51.546391752577314,9.278350515463918,21.030927835051543,21.030927835051543
166,Seko Fofana,M S,,Rennes,845,0.107,0.107,0.247,0.114,0.247,,,,Midfielder,61.038961038961034,62.33766233766234,87.01298701298701,57.14285714285714,89.6103896103896,71.42857142857142,
167,Pol Lirola,D S,1997-08-13,Marseille,670,0.134,0.269,0.112,0.099,0.112,4000000.0,1.0,28.9,Defender,86.58536585365853,97.5609756097561,79.8780487804878,71.64634146341463,81.70731707317073,83.47560975609755,20.86890243902439
168,Ainsley Maitland-Niles,D M S,1997-08-29,Lyon,1943,0.046,0.185,0.115,0.207,0.115,12000000.0,1.0,28.9,Defender,60.97560975609756,90.2439024390244,81.09756097560977,90.2439024390244,82.92682926829268,81.09756097560975,6.758130081300813
169,Daler Kuzyaev,M S,1993-01-15,Le Havre,553,0.163,0.0,0.037,0.065,0.037,3500000.0,1.0,33.5,Midfielder,70.12987012987013,15.584415584415584,25.97402597402597,35.064935064935064,25.97402597402597,34.54545454545455,9.87012987012987
170,Jonas Martin,M S,1990-04-09,Brest,480,0.188,0.0,0.161,0.07,0.161,600000.0,1.0,36.3,Midfielder,77.27272727272727,15.584415584415584,66.23376623376623,39.61038961038961,74.02597402597402,54.54545454545454,90.9090909090909
171,Florian Sotoca,D F M S,1990-10-25,Lens,1805,0.05,0.05,0.234,0.07,0.234,2000000.0,1.0,35.7,Defender,62.5,62.19512195121951,97.5609756097561,61.890243902439025,97.5609756097561,76.34146341463415,38.170731707317074
172,Issiaga Sylla,D M S,1994-01-01,Montpellier,1165,0.077,0.0,0.138,0.039,0.138,1500000.0,1.0,32.5,Defender,71.34146341463415,25.0,87.1951219512195,50.0,88.41463414634147,64.39024390243902,42.926829268292686
173,Rémy Cabella,F M S,1990-03-08,Lille,1006,0.089,0.179,0.306,0.22,0.306,2500000.0,1.0,36.4,Forward,11.34020618556701,64.94845360824742,47.42268041237113,72.16494845360825,50.51546391752577,49.27835051546391,19.711340206185564
174,Jeremie Boga,F M S,,Nice,1059,0.085,0.085,0.3,0.196,0.3,,,,Forward,10.309278350515463,31.958762886597935,45.36082474226804,64.94845360824742,49.48453608247423,40.41237113402061,
175,Said Benrahma,F M S,1995-08-10,Lyon,757,0.119,0.357,0.246,0.272,0.246,10000000.0,1.0,30.9,Forward,14.432989690721648,91.75257731958763,28.865979381443296,80.9278350515464,32.98969072164948,49.79381443298969,4.979381443298969
177,Kelvin Adou,D S,,Nantes,2159,0.042,0.0,0.026,0.037,0.026,,,,Defender,56.09756097560976,25.0,31.097560975609756,48.170731707317074,31.70731707317073,38.41463414634147,
178,Mathieu Cafaro,F M S,1997-03-25,Saint-Etienne,729,0.123,0.0,0.284,0.156,0.284,2500000.0,1.0,29.3,Forward,15.463917525773196,8.762886597938143,40.20618556701031,46.391752577319586,43.29896907216495,30.824742268041234,12.329896907216494
180,Angel Gomes,M S,2000-08-31,Lille,750,0.12,0.12,0.207,0.205,0.116,20000000.0,1.0,25.9,Midfielder,65.5844155844156,70.12987012987013,81.81818181818183,83.11688311688312,63.63636363636363,72.85714285714286,3.6428571428571432
181,Hugo Magnetti,M S,1998-05-30,Brest,2352,0.038,0.0,0.033,0.02,0.033,6000000.0,1.0,28.1,Midfielder,37.01298701298701,15.584415584415584,24.025974025974026,6.493506493506493,24.025974025974026,21.428571428571423,3.5714285714285707
182,Mickael Nade,D S,1999-03-04,Saint-Etienne,2306,0.039,0.078,0.036,0.039,0.036,2000000.0,1.0,27.4,Defender,54.87804878048781,68.29268292682927,39.63414634146341,50.0,40.243902439024396,50.609756097560975,25.304878048780488
183,Tanguy NDombele Alvaro,M S,1996-12-28,Nice,1153,0.078,0.156,0.177,0.172,0.177,7000000.0,0.95,29.5,Midfielder,50.649350649350644,81.16883116883116,74.02597402597402,76.62337662337663,80.51948051948052,72.59740259740259,10.371057513914655
184,Ruben Aguilar,D M S,1993-04-26,Lens,1143,0.079,0.157,0.129,0.186,0.129,3500000.0,1.0,33.2,Defender,71.95121951219512,86.89024390243902,85.36585365853658,87.8048780487805,87.1951219512195,83.84146341463415,23.954703832752614
185,Nicolas Cozza,D S,1999-01-08,Nantes,2045,0.044,0.0,0.077,0.036,0.077,3500000.0,1.0,27.5,Defender,58.231707317073166,25.0,67.98780487804879,46.95121951219512,69.20731707317073,53.47560975609756,15.278745644599303
186,Angelo Fulgini,D F M S,,Lens,1034,0.087,0.087,0.208,0.231,0.208,,,,Defender,74.6951219512195,71.95121951219512,95.73170731707317,92.6829268292683,96.34146341463415,86.28048780487805,
187,Elisha Owusu,M,1997-11-07,Auxerre,2384,0.038,0.113,0.017,0.035,0.017,3000000.0,1.0,28.7,Midfielder,37.01298701298701,66.23376623376623,11.688311688311687,14.285714285714285,11.688311688311687,28.18181818181818,9.393939393939393
188,Mohammed Salisu,D S,1999-04-17,Monaco,1016,0.089,0.0,0.099,0.007,0.099,12000000.0,1.0,27.2,Defender,75.91463414634147,25.0,75.60975609756098,14.02439024390244,77.4390243902439,53.59756097560976,4.466463414634147
189,Duje Caleta-Car,D S,,Lyon,1589,0.057,0.0,0.077,0.01,0.077,,,,Defender,65.85365853658537,25.0,67.98780487804879,18.902439024390244,69.20731707317073,49.39024390243903,
190,Wilfried Stephane Singo,D S,2000-12-25,Monaco,2081,0.043,0.086,0.065,0.071,0.065,25000000.0,0.855,25.6,Defender,57.012195121951216,71.34146341463415,59.756097560975604,62.80487804878049,60.97560975609756,62.3780487804878,2.495121951219512
191,Theo Sainte Luce,D M S,1998-10-20,Montpellier,1030,0.087,0.0,0.155,0.103,0.155,800000.0,0.968,27.7,Defender,74.6951219512195,25.0,89.63414634146342,72.5609756097561,90.85365853658537,70.54878048780488,88.18597560975608
192,Brendan Chardonnet,D,1994-12-22,Brest,2422,0.037,0.0,0.051,0.051,0.051,6000000.0,1.0,31.6,Defender,53.963414634146346,25.0,50.609756097560975,55.79268292682927,51.21951219512195,47.31707317073171,7.886178861788618
193,Joris Chotard,M S,2001-09-24,Montpellier,1908,0.047,0.0,0.071,0.018,0.071,6000000.0,1.0,24.8,Midfielder,40.25974025974026,15.584415584415584,44.15584415584416,5.194805194805195,44.15584415584416,29.87012987012987,4.978354978354978
194,Ki-Jana Hoever,D S,2002-01-18,Auxerre,2170,0.041,0.083,0.025,0.121,0.025,5000000.0,1.0,24.5,Defender,55.487804878048784,70.73170731707317,29.878048780487802,76.82926829268293,30.48780487804878,52.6829268292683,10.536585365853659
195,Lilian Brassier,D S,1999-11-02,"Marseille,Rennes",2016,0.045,0.045,0.068,0.022,0.068,10000000.0,1.0,26.7,Defender,59.756097560975604,59.45121951219512,62.19512195121951,31.402439024390244,63.41463414634146,55.24390243902438,5.524390243902438
196,Saidou Sow,D S,2002-07-04,"Nantes,Strasbourg",1823,0.049,0.049,0.07,0.038,0.07,6000000.0,1.0,24.0,Defender,61.58536585365854,61.58536585365854,63.71951219512195,48.78048780487805,64.9390243902439,60.1219512195122,10.020325203252034
197,Timothee Pembele,D M S,2002-09-09,Le Havre,1099,0.082,0.0,0.097,0.008,0.097,2500000.0,1.0,23.9,Defender,72.86585365853658,25.0,74.39024390243902,16.158536585365855,76.82926829268293,53.048780487804876,21.21951219512195
198,Tinotenda Kadewere,M S,,Nantes,514,0.175,0.35,0.322,0.179,0.322,,,,Midfielder,72.72727272727273,96.1038961038961,96.1038961038961,77.92207792207793,98.7012987012987,88.31168831168831,
199,Sékou Mara,F M S,,Strasbourg,727,0.124,0.124,0.265,0.138,0.265,,,,Forward,16.49484536082474,47.42268041237113,34.02061855670103,43.81443298969072,38.144329896907216,35.97938144329897,
202,Quentin Merlin,D M S,2002-05-16,Marseille,1627,0.055,0.166,0.138,0.175,0.138,15000000.0,1.0,24.2,Defender,65.2439024390244,88.41463414634147,87.1951219512195,86.58536585365853,88.41463414634147,83.17073170731707,5.544715447154472
203,Niakhate Ndiaye,D S,,Brest,1703,0.053,0.0,0.036,0.001,0.036,,,,Defender,63.71951219512195,25.0,39.63414634146341,3.6585365853658534,40.243902439024396,34.451219512195124,
204,Andy Diouf,F M S,2003-05-17,Lens,2262,0.04,0.08,0.131,0.13,0.131,15000000.0,1.0,23.2,Forward,6.185567010309279,27.835051546391753,5.154639175257731,39.69072164948454,7.731958762886598,17.319587628865982,1.154639175257732
205,Deiver Machado,D M S,1993-09-02,Lens,1793,0.05,0.201,0.11,0.147,0.11,3000000.0,1.0,32.9,Defender,62.5,92.6829268292683,78.96341463414635,79.8780487804878,80.79268292682927,78.96341463414635,26.321138211382117
206,Jim Allevinah,F M S,,Angers,1814,0.05,0.149,0.201,0.154,0.201,,,,Forward,7.216494845360824,54.63917525773196,15.463917525773196,45.36082474226804,20.618556701030926,28.659793814432987,
208,Tanner Tessmann,M S,2001-09-24,Lyon,1218,0.074,0.0,0.088,0.054,0.088,6000000.0,1.0,24.8,Midfielder,48.05194805194805,15.584415584415584,50.649350649350644,25.324675324675322,50.649350649350644,38.05194805194805,6.341991341991342
209,Azor Matusiwa,M S,1998-04-28,Rennes,2079,0.043,0.13,0.06,0.107,0.06,8000000.0,1.0,28.2,Midfielder,38.961038961038966,71.42857142857143,41.55844155844156,55.84415584415584,41.55844155844156,49.87012987012987,6.233766233766234
210,Leo Østigard,D S,1999-11-28,Rennes,1231,0.073,0.0,0.065,0.01,0.065,10000000.0,1.0,26.6,Defender,70.73170731707317,25.0,59.756097560975604,18.902439024390244,60.97560975609756,47.07317073170732,4.707317073170732
211,Vanderson,D S,2001-06-21,Monaco,2086,0.043,0.129,0.113,0.126,0.113,20000000.0,1.0,25.1,Defender,57.012195121951216,82.01219512195121,80.48780487804879,78.04878048780488,82.3170731707317,75.97560975609755,3.7987804878048776
212,Pierre Ekwah,D M,,Saint-Etienne,2592,0.035,0.0,0.026,0.041,0.026,,,,Defender,52.4390243902439,25.0,31.097560975609756,52.4390243902439,31.70731707317073,38.53658536585366,
213,Ismaël Doukouré,D M,2003-07-24,Strasbourg,2658,0.034,0.034,0.022,0.043,0.022,18000000.0,1.0,23.0,Defender,51.829268292682926,52.4390243902439,27.439024390243905,53.04878048780488,27.743902439024392,42.50000000000001,2.3611111111111116
215,Yassin Belkhdim,M S,2002-02-14,Angers,1529,0.059,0.059,0.048,0.03,0.048,1000000.0,1.0,24.4,Midfielder,44.15584415584416,41.55844155844156,35.064935064935064,12.337662337662337,35.064935064935064,33.63636363636364,33.63636363636364
216,Junior Mwanga,M S,2003-05-11,"Le Havre,Strasbourg",1249,0.072,0.144,0.099,0.12,0.099,6000000.0,1.0,23.2,Midfielder,45.45454545454545,75.32467532467533,55.84415584415584,60.3896103896104,58.44155844155844,59.0909090909091,9.84848484848485
217,Warren Zaïre-Emery,D M S,2006-03-08,Paris Saint Germain,2055,0.044,0.088,0.095,0.09,0.095,55000000.0,1.0,20.4,Defender,58.231707317073166,72.5609756097561,73.78048780487805,69.20731707317073,76.21951219512195,70.0,1.2727272727272727
218,Alexsandro Ribeiro,D,1999-08-09,Lille,2700,0.033,0.033,0.04,0.023,0.04,20000000.0,0.9,26.9,Defender,50.609756097560975,51.829268292682926,44.51219512195122,32.31707317073171,45.1219512195122,44.8780487804878,2.24390243902439
219,Guela Doué,D S,2002-10-17,Strasbourg,2713,0.033,0.066,0.033,0.032,0.033,18000000.0,1.0,23.7,Defender,50.609756097560975,65.54878048780488,36.58536585365854,44.207317073170735,37.19512195121951,46.829268292682926,2.6016260162601625
220,Rayan Raveloson,D M S,1997-01-16,Auxerre,705,0.128,0.0,0.127,0.015,0.127,2000000.0,1.0,29.5,Defender,85.0609756097561,25.0,84.45121951219512,25.304878048780488,86.28048780487805,61.21951219512196,30.60975609756098
221,Yaya Fofana,F M S,2004-06-12,Reims,646,0.139,0.139,0.117,0.241,0.117,4000000.0,1.0,22.1,Forward,18.556701030927837,48.45360824742268,4.123711340206185,77.31958762886599,6.185567010309279,30.927835051546396,7.731958762886599
222,Warren Kamanzi,D S,2000-11-11,Toulouse,1010,0.089,0.089,0.171,0.089,0.171,2000000.0,1.0,25.7,Defender,75.91463414634147,73.47560975609755,92.07317073170732,68.29268292682927,92.6829268292683,80.48780487804878,40.24390243902439
223,Abner,D S,2000-05-27,Lyon,1094,0.082,0.082,0.083,0.09,0.083,7000000.0,1.0,26.1,Defender,72.86585365853658,70.1219512195122,70.73170731707317,69.20731707317073,73.17073170731707,71.21951219512195,10.174216027874564
225,Valentin Atangana Edoa,D M S,2005-08-25,Reims,2909,0.031,0.0,0.073,0.024,0.073,10000000.0,0.95,20.9,Defender,49.390243902439025,25.0,65.2439024390244,33.53658536585366,66.46341463414635,47.92682926829268,4.792682926829268
226,Tom Louchet,D M S,2003-05-04,Nice,734,0.123,0.0,0.075,0.19,0.075,2500000.0,1.0,23.2,Defender,83.53658536585365,25.0,66.15853658536585,88.41463414634147,67.3780487804878,66.09756097560975,26.4390243902439
227,Joseph Okumu,D S,1997-05-26,Reims,1714,0.053,0.0,0.063,0.005,0.063,7000000.0,1.0,29.1,Defender,63.71951219512195,25.0,57.012195121951216,10.670731707317072,58.231707317073166,42.92682926829268,6.132404181184668
228,Teddy Teuma,M S,1993-09-30,Reims,753,0.12,0.0,0.203,0.141,0.112,3000000.0,1.0,32.8,Midfielder,65.5844155844156,15.584415584415584,79.22077922077922,68.83116883116884,62.33766233766234,58.311688311688314,19.437229437229437
229,Cristian Cásseres Jr.,M S,2000-01-20,Toulouse,2739,0.033,0.099,0.032,0.105,0.032,6000000.0,1.0,26.5,Midfielder,35.064935064935064,55.84415584415584,22.07792207792208,54.54545454545454,22.07792207792208,37.92207792207792,6.32034632034632
230,Lucas Mincarelli Davin,D S,2004-01-05,Montpellier,716,0.126,0.0,0.076,0.095,0.076,900000.0,0.95,22.5,Defender,84.14634146341463,25.0,67.07317073170732,70.1219512195122,68.29268292682927,62.92682926829268,69.91869918699186
231,Rassoul Ndiaye,M S,2001-12-11,Le Havre,1027,0.088,0.0,0.135,0.064,0.135,2000000.0,1.0,24.6,Midfielder,55.84415584415584,15.584415584415584,59.74025974025974,33.76623376623377,68.83116883116884,46.753246753246756,23.376623376623378
232,Abakar Sylla,D S,,Strasbourg,944,0.095,0.0,0.06,0.006,0.06,,,,Defender,77.7439024390244,25.0,55.487804878048784,12.5,56.40243902439024,45.426829268292686,
233,Amir Murillo,D S,1996-02-11,Marseille,2425,0.037,0.111,0.066,0.134,0.066,10000000.0,1.0,30.4,Defender,53.963414634146346,78.65853658536585,61.58536585365854,79.26829268292683,62.80487804878049,67.25609756097562,6.725609756097562
234,Gabriel Osho,D,1998-08-14,Auxerre,1667,0.054,0.0,0.054,0.005,0.054,3000000.0,1.0,27.9,Defender,64.63414634146342,25.0,52.13414634146341,10.670731707317072,52.743902439024396,41.03658536585366,13.678861788617887
237,Jhoanner Chávez,D M S,,Lens,606,0.149,0.0,0.071,0.125,0.071,,,,Defender,89.63414634146342,25.0,64.63414634146342,77.4390243902439,65.85365853658537,64.51219512195124,
238,Beraldo,D S,2003-11-24,Paris Saint Germain,2014,0.045,0.0,0.047,0.026,0.047,25000000.0,0.9,22.6,Defender,59.756097560975604,25.0,48.170731707317074,36.58536585365854,48.78048780487805,43.65853658536586,1.7463414634146344
239,Rabby Nzingoula,M S,2005-11-25,Montpellier,1712,0.053,0.053,0.082,0.053,0.082,2500000.0,1.0,20.6,Midfielder,42.857142857142854,38.961038961038966,47.4025974025974,23.376623376623375,47.4025974025974,39.99999999999999,15.999999999999996
240,Djaoui Cissé,M,2004-01-31,Rennes,1146,0.079,0.0,0.029,0.03,0.029,8000000.0,1.0,22.5,Midfielder,51.94805194805194,15.584415584415584,17.532467532467532,12.337662337662337,17.532467532467532,22.987012987012985,2.873376623376623
242,Dylan Batubinsika,D S,1996-02-15,Saint-Etienne,2006,0.045,0.0,0.031,0.013,0.031,1200000.0,1.0,30.4,Defender,59.756097560975604,25.0,34.45121951219512,21.951219512195124,35.0609756097561,35.24390243902438,29.369918699186986
245,Mark McKenzie,D S,1999-02-25,Toulouse,2504,0.036,0.036,0.064,0.017,0.064,6000000.0,1.0,27.4,Defender,53.04878048780488,54.57317073170732,57.92682926829268,27.134146341463417,59.14634146341463,50.36585365853658,8.39430894308943
246,Sorba Thomas,D F M S,1999-01-25,Nantes,1323,0.068,0.204,0.127,0.292,0.127,3500000.0,1.0,27.5,Defender,68.90243902439023,93.29268292682927,84.45121951219512,97.2560975609756,86.28048780487805,86.03658536585365,24.581881533101043
247,Florent Hanin,D S,1990-02-04,Angers,2705,0.033,0.067,0.034,0.08,0.034,300000.0,1.0,36.4,Defender,50.609756097560975,66.76829268292683,37.5,66.46341463414635,38.109756097560975,51.890243902439025,172.96747967479675
248,Emmanuel Biumla,D S,2005-05-08,Angers,1334,0.067,0.0,0.065,0.002,0.065,4000000.0,1.0,21.2,Defender,67.98780487804879,25.0,59.756097560975604,5.487804878048781,60.97560975609756,43.84146341463415,10.960365853658537
250,Jordan Teze,D S,1999-09-30,Monaco,574,0.157,0.0,0.251,0.263,0.251,9000000.0,1.0,26.8,Defender,92.07317073170732,25.0,98.78048780487805,94.8170731707317,98.78048780487805,81.89024390243904,9.098915989159893
252,Benjamin Bouchouari,M S,2001-11-13,Saint-Etienne,1794,0.05,0.0,0.031,0.05,0.031,5000000.0,1.0,24.7,Midfielder,41.55844155844156,15.584415584415584,20.12987012987013,22.07792207792208,20.12987012987013,23.896103896103895,4.779220779220779
253,Thiago Almada,M S,2001-04-26,Lyon,934,0.096,0.385,0.192,0.232,0.192,25000000.0,1.0,25.2,Midfielder,58.44155844155844,98.7012987012987,76.62337662337663,88.96103896103897,81.81818181818183,80.9090909090909,3.2363636363636363
